Time,Title,Link,Content
27/05/2024 13:07,"TPBank liên tục được đánh giá tích cực, xếp hạng tín nhiệm với triển vọng “Ổn định”",https://s.cafef.vn/TPB-1997926/tpbank-lien-tuc-duoc-danh-gia-tich-cuc-xep-hang-tin-nhiem-voi-trien-vong-on-dinh.chn,"TPBank liên tục được đánh giá tích cực, xếp hạng tín nhiệm với triển vọng “Ổn định”
Trên nền kết quả kinh doanh quý I khởi sắc, VIS Rating xếp hạng tín nhiệm TPBank ở mức AA-, các công ty chứng khoán như VNDirect, SSI cũng liên tiếp có những đánh giá cao đối với hoạt động của nhà băng này.
Đánh giá cao cơ cấu nguồn vốn và khả năng sinh lời của TPBank
Công ty cổ phần Xếp hạng Tín nhiệm Đầu tư Việt Nam (VIS Rating) vừa công bố đánh giá xếp hạng tín nhiệm tổ chức phát hành dài hạn đối với một số nhà băng. Trong đó, Ngân hàng TMCP Tiên Phong (TPBank, MCK: TPB) là ngân hàng được đánh giá cao nhất ở mức AA-, với triển vọng ""Ổn định"". Đây là lần đầu tiên VIS Rating thực hiện đánh giá xếp hạng đối với TPBank.
Theo đó, VIS Rating đánh giá cơ cấu nguồn vốn là một trong những điểm mạnh chính của TPBank với điểm đánh giá ở mức ""Mạnh"" – mức gần cao nhất trên thang đánh giá của tổ chức này. Điều này phản ánh sự thành công của TPBank trong việc củng cố và duy trì nguồn tiền gửi khách hàng cốt lõi, chủ yếu nhờ vào chiến lược chuyển đổi số của ngân hàng.
Trong vòng 5 năm qua, CASA (tiền gửi không kỳ hạn) tại TPBank chiếm trung bình 19% tổng dư nợ cho vay khách hàng, cao hơn mức 11% trung bình của một số ngân hàng cùng nhóm. Nhờ đó, chí phí vốn trung bình trong cùng thời kỳ của ngân hàng ở mức 4,2%, thấp hơn khoảng 50 điểm phần trăm so với các ngân hàng cùng nhóm. Theo báo cáo tài chính quý I/2024, tỷ lệ nguồn vốn CASA chất lượng của TPBank tiếp tục được củng cố, đạt 23,3% (tính đến ngày 31/3), tăng so với quý trước.
VIS Rating kỳ vọng trong vòng 12-18 tháng tới, CASA của TPBank sẽ tiếp tục duy trì ở mức cao nhờ vào chiến lược số hóa của ngân hàng.
Tương tự cơ cấu nguồn vốn, khả năng sinh lời của TPBank cũng được VIS Rating đánh giá cao ở mức ""Mạnh"". Trong 5 năm qua, TPBank duy trì ROAA (lợi nhuận trên bình quân tổng tài sản) trung bình ở mức 1,8%, cao hơn nhiều so với trung bình ngành là 1,3%. Trong giai đoạn 2019-2023, NIM (tỷ lệ thu nhập lãi thuần) bình quân của ngân hàng là 4,1%, cao hơn so với trung bình ngành là 3,5%.
Mặt dù, ROAA năm 2023 của TPBank giảm xuống mức thấp nhất trong 5 năm là 1,3% do chi phí dự phòng rủi ro tăng mạnh. Tuy nhiên, VIS Rating lạc quan trong 12-18 tháng tới, tỷ lệ này của TPBank sẽ cải thiện khi chi phí dự phòng sẽ giảm dần, tăng trưởng tín dụng và NIM được duy trì ở mức ổn định.
Liên tiếp được đánh giá tích cực
Trong báo cáo vừa công bố về TPBank, Công ty cổ phần chứng khoán SSI cũng nhận định mặc dù NIM của TPBank sẽ chịu áp lực trong năm 2024, có thể sẽ thu hẹp 17 điểm cơ bản xuống mức 3,45% trong năm. Tuy nhiên, sang năm 2025, SSI ước tính NIM của TPBank sẽ ở mức 3,77% (+2 điểm cơ bản svck) nhờ nhu cầu tín dụng bao gồm khách hàng doanh nghiệp và bán lẻ sẽ vượt mức năm 2024.
Với nỗ lực tái cơ cấu nợ, SSI ước tính tỷ lệ nợ xấu của TPBank không tăng nhiều trong thời gian tới. Tổ chức này cho rằng TPB sẽ tiếp tục xử lý nợ xấu, đặc biệt là các khoản vay bán lẻ. Theo đó, tỷ lệ nợ xấu dự kiến đi ngang trong năm 2024 trước khi giảm xuống mức 1,7% trong năm 2025.
""Trong trung hạn, kinh tế phục hồi sẽ giúp ROE (lợi nhuận trên vốn chủ sở hữu) của TPBank duy trì khoảng 16%"", SSI dự đoán.
Trên thực tế, ROE quý I/2024 của TPBank tiếp tục duy trì ở mức tương đối cao 17,5% khi lợi nhuận riêng lẻ trước thuế của TPBank đạt hơn 1.800 tỷ đồng, tăng khoảng 4% so với cùng kỳ năm trước và tăng 3 lần so với quý IV/2023.
Trước đó, đầu tháng 5, chứng khoán VNDirect cũng đưa ra đánh giá tích cực đối với TPBank bởi kết quả kinh doanh quý I/2024 tích cực trên nền tảng TOI (tổng thu nhập hoạt động) tăng trưởng mạnh mẽ.
Cụ thể, 3 tháng đầu năm, TOI của TPBank tăng mạnh 28% so với cùng kỳ, đạt 4.685 tỷ đồng nhờ NIM tăng trưởng 25,2%. NIM cải thiện 59 điểm cơ bản so với cùng kỳ, ghi nhận 4,1% trong quý I/2024. Mặc dù lãi suất cho vay giảm, TPBank vẫn có thể cải thiện NIM nhờ lãi suất tiền gửi đã giảm trong 3 tháng đầu năm.
Chi phí vốn giảm 144 điểm cơ bản so với cùng kỳ (giảm 91 điểm cơ bản so với quý trước), trong khi lợi suất tài sản chỉ giảm 81 điểm cơ bản (giảm 167 điểm cơ bản so với quý trước). Thu nhập ngoài lãi cũng tăng 36,4% so với quý I/2023, nhờ thu nhập từ hoạt động đầu tư tăng mạnh. Theo công bố KQKD quý I/2024, nhờ nắm bắt tốt thị trường, thu nhập từ mảng đầu tư chứng khoán của TPBank tăng hơn 12 lần so với cùng kỳ năm trước.
Tại Đại hội đồng Cổ đông 2024, TPBank đã mang tin vui đến cho các cổ đông khi bất ngờ công bố chi trả cổ tức năm 2023 (thực hiện trong năm 2024) với tỷ lệ 25% bằng tiền mặt và cổ phiếu. Phương án này đã được thông qua với nguồn chi trả lấy từ lợi nhuận chưa phân phối, sau khi trích lập các quỹ theo Báo cáo tài chính đã kiểm toán. Đây không phải là lần đầu tiên TPBank đem tin vui tới cho cổ đông. Tháng 4/2023, TPBank đã chi gần 4.000 tỷ để trả cổ tức tiền mặt cho cổ đông theo tỷ lệ 25% (cổ đông sở hữu 1 cổ phiếu nhận 2.500 đồng).
Cũng trong năm 2023, TPBank đã phát hành gần 620 triệu cổ phiếu để trả cổ tức cho cổ đông hiện hữu với tỷ lệ 39,19% từ nguồn lợi nhuận để lại chưa phân phối lũy kế đến năm 2021 là 1.536 tỷ đồng, thặng dư vốn cổ phần là 2.561 tỷ đồng và 2.102 tỷ đồng được lấy từ nguồn lợi nhuận để lại năm 2022.
Kim Ngân
An ninh tiền tệ"
24/05/2024 00:00,TPB: HĐQT thông qua việc tái cấp hạn mức bảo lãnh và hạn mức cam kết thu xếp tài chính cho CTCP An toàn Thông tin Cyradar,https://s.cafef.vn/TPB-1997312/tpb-hdqt-thong-qua-viec-tai-cap-han-muc-bao-lanh-va-han-muc-cam-ket-thu-xep-tai-chinh-cho-ctcp-an-toan-thong-tin-cyradar.chn,"TPB: HĐQT thông qua việc tái cấp hạn mức bảo lãnh và hạn mức cam kết thu xếp tài chính cho CTCP An toàn Thông tin Cyradar
Ngân hàng Thương mại Cổ phần Tiên Phong thông báo HĐQT thông qua việc tái cấp hạn mức bảo lãnh và hạn mức cam kết thu xếp tài chính cho CTCP An toàn Thông tin Cyradar như sau:
Các tập tin đính kèm
20240524_20240524 - TPB - CBTT NQ HDQT vv Tai cap han muc bao lanh va han muc cam ket thu xep tai chinh cho Cyradar (giao dich ben LQ)_signed.pdf

    Theo HOSE"
17/05/2024 00:00,TPB: Nghị quyết HĐQT về việc phê duyệt phương án phát hành trái phiếu riêng lẻ,https://s.cafef.vn/TPB-1994672/tpb-nghi-quyet-hdqt-ve-viec-phe-duyet-phuong-an-phat-hanh-trai-phieu-rieng-le.chn,"TPB: Nghị quyết HĐQT về việc phê duyệt phương án phát hành trái phiếu riêng lẻ
Ngân hàng Thương mại Cổ phần Tiên Phong thông báo Nghị quyết HĐQT về việc phê duyệt phương án phát hành trái phiếu riêng lẻ như sau:
Các tập tin đính kèm
20240517_20240517 - TPB - CBTT NQ HDQT vv cac Phuong an phat hanh TPRL TPBank nam 2024_signed.pdf


    Theo HOSE"
24/04/2024 00:00,TPB: CBTT Biên bản họp và Nghị quyết ĐHĐCĐ thường niên năm 2024,https://s.cafef.vn/TPB-1982549/tpb-cbtt-bien-ban-hop-va-nghi-quyet-dhdcd-thuong-nien-nam-2024.chn,"TPB: CBTT Biên bản họp và Nghị quyết ĐHĐCĐ thường niên năm 2024
Ngân hàng Thương mại Cổ phần Tiên Phong thông báo Biên bản họp và Nghị quyết ĐHĐCĐ thường niên năm 2024 như sau:
Các tập tin đính kèm
20240424_20240424 - TPB - CBTT Bien ban hop va Nghi quyet DHDCD TN 2024.pdf

    Theo HOSE"
23/04/2024 10:05,"ĐHĐCĐ TPBank: Chủ tịch Đỗ Minh Phú nói về việc thay đổi đề xuất, quyết định trình kế hoạch chia cả cổ tức tiền mặt và cổ phiếu trong năm nay",https://s.cafef.vn/TPB-1981509/dhdcd-tpbank-chu-tich-do-minh-phu-noi-ve-viec-thay-doi-de-xuat-quyet-dinh-trinh-ke-hoach-chia-ca-co-tuc-tien-mat-va-co-phieu-trong-nam-nay.chn,"ĐHĐCĐ TPBank: Chủ tịch Đỗ Minh Phú nói về việc thay đổi đề xuất, quyết định trình kế hoạch chia cả cổ tức tiền mặt và cổ phiếu trong năm nay
Ngân hàng TMCP Tiên Phong (TPBank – Mã: TPB) sáng nay (23/4) công bố tài liệu phục vụ Đại hội đồng cổ đông thường niên năm 2024.
Theo báo cáo của ban thẩm tra tư cách cổ đông, tính đến 8h55 có 108 cổ đông tham dự đại hội, đại diện cho 80,7% cổ phần ngân hàng, đủ điều kiện tiến hành đại hội. 
Ông Đỗ Minh Phú, Chủ tịch HĐQT: ""Chưa khi nào quyền lợi của cổ đông lớn như vậy, có cổ đông chia sẻ là còn lớn hơn kỳ vọng""
Ông Đỗ Minh Phú, Chủ tịch HĐQT TPBank cho biết, năm 2023 vừa qua là năm vô cùng khó khăn với ngành tài chính ngân hàng. Cầu của nhiều lĩnh vực kinh tế giảm sâu trong năm qua. Ngành ngân hàng cũng đối mặt với tình cảnh thừa tiền, trong khi doanh nghiệp bị thiếu vốn.
Tuy nhiên, TPBank đã có những kết quả đáng ghi nhận, trải qua 1 năm có được những chỉ số chủ chốt tốt. Năm 2023, TPBank tăng trưởng khách hàng vượt trội khi tăng hơn 4 triệu khách hàng lên 12 triệu, là tăng trưởng mà có thể mất hàng chục năm mới đạt được. Năm 2023 là năm TPBank đạt được nhiều thành thích khi được The Asian Banker xếp hạng có sức khoẻ tài chính số 1 tại Việt Nam liên tiếp 2 năm. Năm qua, công tác quan hệ cổ đông cũng được nâng cao, đảm bảo quyền lợi cổ đông khi TPBank chia cổ tức bằng tiền mặt tỷ lệ rất cao 25% và có cổ phiếu thưởng.
Lợi nhuận năm 2023 thấp hơn so với mục tiêu, chỉ đạt 5.589 tỷ đồng. Ông Phú cho biết, năm vừa qua do tình hình thị trường khó khăn, các khách hàng phát sinh nợ xấu khá lớn. Do đó để đảm bảo an toàn hoạt động, tuân thủ các quy định của Ngân hàng Nhà nước, TPBank chủ động tăng mạnh trích lập dự phòng rủi ro. Trong tương lai khi xử lý nợ, thu hồi nợ, ngân hàng có thể được hoàn nhập dự phòng, ghi nhận trở lại vào lợi nhuận. Bên cạnh đó, TPBank cũng đã giảm lãi, hỗ trợ khách hàng trong giai đoạn khó khăn, ảnh hưởng nhất định tới lợi nhuận.
Tỷ lệ CASA đã tăng lên 24% giúp ngân hàng có chi phí vốn thấp, đồng thời thể hiện niềm tin của khách hàng vào ngân hàng.
Chủ tịch TPBank cho biết, năm 2023 ngân hàng đã bỏ ra gần 4.000 tỷ để chia cổ tức bằng tiền mặt cho cổ đông, là con số tuyệt đối rất lớn. Tỷ lệ chia cổ tức tiền mặt 25%, cổ phiếu thưởng hơn 39% là nỗ lực của toàn thể ngân hàng, tri ân các cổ đông đã đồng hành với ngân hàng trong thời gian dài.
""Trong năm 2023, chưa khi nào quyền lợi của cổ đông lớn như vậy. Công tác cổ đông không chỉ thuần tuý chuyện cổ tức, chúng tôi cũng quan tâm tới cổ đông, tăng cường việc công khai minh bạch, sẵn sàng trả lời các câu hỏi của cổ đông, bao gồm cả cổ đông lớn và cổ đông nhỏ lẻ. Nhiều cổ đông cũng chia sẻ với tôi là cổ tức lớn hơn kỳ vọng của họ"", Chủ tịch HĐQT TPBank nói.
Chủ tịch HĐQT TPBank
CEO TPBank Nguyễn Hưng: Lợi nhuận 4 tháng đạt hơn 2.500 tỷ đồng, kế hoạch lợi nhuận năm nay rất khả thi
Ông Nguyễn Hưng, CEO TPBank cho biết tại đại hội: ""Chúng ta gần như đã chốt hết những gánh nặng trong năm 2023 khi tập trung tăng cường trích lập dự phòng. Như vậy, sang năm nay, những gánh nặng này sẽ không còn ảnh hưởng nữa"".
CEO TPBank cũng cho biết, năm 2024 TPBank được NHNN phân bổ ""room"" tăng trưởng tín dụng 15,75%. Nếu sử dụng hiệu quả, chất lượng tài sản tốt thì ngân hàng có cơ hội được xin thêm ""room"" về cuối năm. ""Chúng ta tuy không phải là ngân hàng lớn nhưng đã tích cực tham gia các chương trình giảm lãi, lĩnh vực ưu tiên, phát triển nhà ở thu nhập thấp,…là những điểm sẽ được đánh giá"". Dự kiến, dư nợ tín dụng TPBank sẽ đạt 252 nghìn tỷ đồng cuối năm 2024. Dư nợ trái phiếu giảm dần trong 3 năm qua, đến hiện tại chỉ còn 9.000 tỷ đồng. Hoạt động trái phiếu đảm bảo an toàn, không phát sinh vấn đề.
Năm nay, TPBank đặt mục tiêu tỷ lệ nợ xấu dưới 2,5%. Tuy nhiên theo ông Nguyễn Hưng đây là mục tiêu thận trọng, ngân hàng sẽ cố gắng đảm bảo dưới 2% vì nợ xấu thấp, dự phòng thấp sẽ giúp ngân hàng đảm bảo lợi nhuận.
TPBank cũng đặt mục tiêu mở rộng cơ sở khách hàng lên con số 15 triệu, tức tăng thêm khoảng 3 triệu.
""Mục tiêu lợi nhuận năm 2024 đến thời điểm này khá khả quan. Trong 3 tháng đầu năm, lợi nhuận TPBank đạt 1.829 tỷ đồng và dự kiến hết tháng 4 đạt hơn 2.500 tỷ. Tỷ lệ nợ xấu cũng đang giảm dần"", ông Hưng nói. 
Chia cổ tức tiền mặt tỷ lệ 5%
Tại Đại hội, TPBank trình cổ đông phương án chia cổ tức tiền mặt và chia cổ tức bằng cổ phiếu để tăng vốn điều lệ năm 2024. Tờ trình này vừa được ngân hàng bổ sung ngay trước ngày tổ chức đại hội.
Cụ thể, TPBank đề xuất chia cổ tức 5% bằng tiền mặt (1 cổ phiếu nhận được 500 đồng) từ nguồn lợi nhuận chưa phân phối sau khi trích lập các quỹ tính đến thời điểm 31/12/2023. Theo ban lãnh đạo ngân hàng, việc trả cổ tức bằng tiền mặt là nhằm tri ân các cổ đông đã đồng hành cùng ngân hàng trong thời gian qua và xét trên tình hình kinh doanh ổn định, có bề dầy và phát triển an toàn của TPBank.
Năm ngoái, TPBank cũng là một trong những ngân hàng đầu tiên trả cổ tức bằng tiền mặt với tỷ lệ 25%, tương ứng 2.500 đồng/cổ phiếu. TPBank cũng chia cổ tức bằng cổ phiếu tỷ lệ hơn 39%, nâng vốn điều lệ từ 15.818 tỷ đồng lên 22.016 tỷ.
Tăng vốn điều lệ lên 26.419 tỷ đồng
TPBank cũng đề xuất phát hành tối đa 440,3 triệu cổ phiếu mới để trả cổ tức cho cổ đông theo tỷ lệ 20% (cổ đông sở hữu 100 cổ phiếu tại ngày chốt quyền sẽ được nhận 20 cổ phiếu mới). Nguồn thực hiện lấy từ lợi nhuận chưa phân phối sau khi trích lập các quỹ tính đến thời điểm 31/12/2023. Sau phát hành, vốn điều lệ của TPBank sẽ tăng thêm hơn 4.403 tỷ đồng, lên 26.419 tỷ đồng.
Việc tăng vốn sẽ được thực hiện sau khi ĐHĐCĐ phê duyệt. Thời gian thực hiện sẽ phụ thuộc vào quá trình xem xét phê duyệt hồ sơ của cơ quan quản lý Nhà nước có thẩm quyền và đảm bảo phù hợp với quy định pháp luật hiện hành.
Theo báo cáo của ban thẩm tra tư cách cổ đông, tính đến 8h55 có 108 cổ đông tham dự đại hội, đại diện cho 80,7% cổ phần ngân hàng, đủ điều kiện tiến hành đại hội. ĐHĐCĐ năm nay của TPBank được tổ chức tại Toà nhà DOJI.
Mục tiêu lợi nhuận 7.500 tỷ đồng, tăng 34%
Năm 2024, TPBank đề ra mục tiêu lợi nhuận trước thuế ngân hàng riêng lẻ là 7.500 tỷ đồng, tăng 34% so với năm 2023. Tổng tài sản dự kiến tăng 9,36% lên 390.000 tỷ đồng, dư nợ cho vay và trái phiếu doanh nghiệp tăng 15,75% lên 251.821 tỷ đồng, huy động vốn tăng 3,31% lên 327.000 tỷ đồng. Tỷ lệ nợ xấu kiểm soát dưới mức 2,5%.
Năm 2023, lợi nhuận trước thuế của TPBank không hoàn thành kế hoạch, chỉ đạt 5.589 tỷ đồng, hoàn thành 64% kế hoạch năm. Nguyên nhân do năm 2023 điều kiện kinh tế vĩ mô có nhiều yếu tố không thuận lợi. Mặt bằng lãi suất huy động và cho vay trên toàn hệ thống điều chỉnh giảm dần qua các quý trong khi nhiều ngành nghề kinh doanh sụt giảm hoạt động nên sức hấp thụ vốn của nền kinh tế còn hạn chế. Hoạt động kinh doanh bảo hiểm sụt giảm do khủng hoảng của ngành và việc siết chặt của các cơ quan quản lý trong lĩnh vực bán bảo hiểm nhân thọ. Tăng trưởng tín dụng mới gặp khó khăn do tác động của tình hình kinh tế và chính sách của cơ quan quản lý. Nợ xấu, nợ quá hạn có xu hướng tăng nhanh làm gia tăng việc trích lập dự phòng.
Lãnh đạo TPBank cho biết năm 2024 sẽ rà soát và kiện toàn cơ cấu tổ chức bộ máy trên toàn hệ thống, đề xuất kế hoạch phát triển mạng lưới năm 2024 theo quy định của NHNN, chú trọng phát triển nguồn nhân lực chất lượng, kiểm soát chi phí, nâng cao hiệu quả hoạt động. 
Ngày 22/11/2023, NHNN đã chấp thuận cho TPBank góp vốn, mua cổ phần để mua lại Công ty Cổ phần quản lý quỹ Việt Cát với số tiền tối đa 125 tỷ đồng. Ngân hàng sẽ mở rộng hệ sinh thái hoạt động sau khi mua lại công ty này. Hiện TPBank đã hoàn thành giao dịch và chính thức trở thành công ty mẹ của Quỹ Việt Cát.  
Phần thảo luận: 
Cổ đông: Vì sao ngân hàng thay đổi phương án phân phối lợi nhuận, quyết định chia cổ tức tiền mặt và cả cổ tức bằng cổ phiếu?
Ông Đỗ Minh Phú, Chủ tịch HĐQT: Đúng là ban đầu chúng tôi chưa có ý định này. Nhưng khi xem xét tổng thể toàn diện thì chúng tôi muốn cổ đông sẽ có thêm cổ tức tiền mặt bên cạnh cổ tức bằng cổ phiếu, như vậy cổ đông cũng sẽ phấn khởi hơn. Cố gắng các năm sau cũng sẽ duy trì được như vậy. 
Cổ đông: Ngân hàng đặt ra kế hoạch lợi nhuận tăng 34%, trong khi quan điểm nợ xấu tăng. Vậy ngân hàng dự kiến trích lập dự phòng bao nhiêu trong năm nay?
Ông Đỗ Anh Tú, Phó Chủ tịch HĐQT: Năm 2023, các gánh nặng nợ xấu đã được trích lập. Như vậy sẽ không còn là hòn đá cản chân năm 2024 nên chúng tôi mạnh dạn đặt mục tiêu lợi nhuận như vậy. Dự kiến TPBank trích lập khoảng 2.000 tỷ dự phòng rủi ro trong năm nay. 
Tôi không biết đây là ưu điểm hay nhược điểm vì chúng tôi rất bảo thủ trong quản trị rủi ro, không bỏ trứng vào hết một giỏ nên TPBank song hành cùng kinh tế vĩ mô. Nếu kinh tế lên thì TPBank lên còn kinh tế vĩ mô đi xuống thì TPBank cũng bị ảnh hưởng. Tất nhiên chúng tôi sẽ cố gắng là khi nền kinh tế khó khăn thì mức độ ảnh hưởng, đi xuống của chúng ta ít nhất có thể. 
Cổ đông: Ban lãnh đạo ngân hàng có thể cho biết dư nợ cho vay nhóm khách hàng Novaland, Hưng Thịnh còn bao nhiêu và thuộc nhóm nợ nào?
Ông Nguyễn Hưng, Tổng Giám đốc: Hiện nay dư nợ của Novaland không nhiều, chỉ một khoản trái phiếu và một khoản vay và vào dự án khá tốt đang khởi động lại. Chúng tôi đánh giá thu hồi nợ cao. Còn lại các khoản vay cá nhân không cho vay nhiều, chỉ trên dưới 3.000 tỷ. Khi thị trường bất động sản ấm hơn thì rủi ro cũng sẽ giảm.
Về dư nợ của Hưng Thịnh cũng đã được xử lý xong các khoản nợ lớn, chuyển nhượng cho người khác mua lại. Thực tình chúng tôi cũng hơi tiếc, lúc khách hàng không trả được nợ thì khá lo, nhưng mà họ trả xong thì cũng tiếc. 
Cổ đông: Ban lãnh đạo TPBank đánh giá thế nào về năm 2024, khả năng hoàn thành mục tiêu như thế nào? Các ông có thể chia sẻ cụ thể hơn về những cơn gió ngược trên thị trường? 
Ông Đỗ Minh Phú, Chủ tịch HĐQT: Mục tiêu tăng trưởng đúng là rất thách thức nhưng có cơ sở. Cổ đông có nói là phân tích thêm những cơn gió ngược. Chúng ta ai cũng biết 2023 có nhiều cơn gió ngược, thậm chí là cơn bão nhưng đã kiểm soát được. Năm 2024 cũng còn các cơn gió ngược.
Đầu tiên, ai cũng nghĩ sau khi FED tăng lãi suất như vậy, thì sang 2024 sẽ chấm dứt, sẽ giảm, nhưng quý 1 chưa thấy tín hiệu và tháng 6 nhiều ý kiến FED chưa chắc đã giảm lãi suất. Việc họ vẫn duy trì lãi suất cao như vậy có ảnh hưởng nhất định tới Việt Nam. Tỷ giá vừa qua tăng khá cao, gây áp lực không nhỏ. Tuy nhiên, NHNN cũng có nguyên tắc vàng là tỷ giá rất quan trọng, và họ điều hành linh hoạt.
Thách thức nữa là tốc độ tăng trưởng tín dụng còn chậm vì nhu cầu vay vốn của doanh nghiệp thấp. Thực tế tổng cầu của nền kinh tế đang gặp một số vấn đề.
Về nợ xấu, thời gian qua phát sinh ở lĩnh vực tài chính tiêu dùng. Và việc đi đòi nợ những khách hàng này không hề dễ dàng. Đó là lý do TPBank sẵn sàng dùng lợi nhuận để xử lý, trích lập dự phòng. Năm ngoái chúng ta trích lập hơn 4.000 tỷ, mà năm nay chỉ dự kiến 2.000 tỷ.
NIM cũng là bài toàn khó. Lãi suất huy động chỉ giảm được ở mức độ nào đó, giảm quá thì khách hàng không gửi tiền. Hiện nay lãi suất đã ở đáy, và hiếm khi nào thấp như vậy.
Năm 2023, chúng ta đã tăng trích lập dự phong để đảm bảo an toàn. TPBank cũng giảm lãi vay thực gần 2.000 tỷ cho khách hàng. Chúng ta chấp nhận chuyện đó. Chúng tôi tự tin xây dựng kế hoạch năm nay và đã cân nhắc kỹ lưỡng. Như năm 2023 chúng ta có thể trích lập ít hoặc hỗ trợ khách hàng ít đi. Nhưng chúng tôi không muốn làm thế, vì TPBank hướng đến là phát triển bền vững. 
Cổ đông: Tiến độ mua lại công ty tài chính tiêu dùng của TPBank hiện đến đâu?
Ông Đỗ Minh Phú, Chủ tịch HĐQT: Ngân hàng đang thực hiện nhiệm vụ hỗ trợ Công ty Tài chính Cổ phần Handico (Hafic) tự phục hồi, hiện NHNN đang trình phương án lên Chính phủ xem xét phê duyệt, thời gian khá lâu và đến nay vẫn chưa thực hiện được. Nếu được phê duyệt thì TPBank sẽ hỗ trợ để cho công ty tài chính này tự phục hồi. Kỳ vọng trong tháng 7 sẽ có thể thực hiện được.
Đại hội thông qua tất cả các tờ trình. 
Minh Vy"
23/04/2024 00:00,TPB: CBTT nhận được Văn bản số 3338 và 3339 của NHNN về việc chấp thuận thành lập Chi nhánh và Phòng giao dịch,https://s.cafef.vn/TPB-1981975/tpb-cbtt-nhan-duoc-van-ban-so-3338-va-3339-cua-nhnn-ve-viec-chap-thuan-thanh-lap-chi-nhanh-va-phong-giao-dich.chn,"TPB: CBTT nhận được Văn bản số 3338 và 3339 của NHNN về việc chấp thuận thành lập Chi nhánh và Phòng giao dịch
Ngân hàng Thương mại Cổ phần Tiên Phong thông báo nhận được Văn bản số 3338 và 3339 của NHNN về việc chấp thuận thành lập CN và PGD như sau:
Các tập tin đính kèm
20240423_20240423 - TPB - CBTT VB NHNN chap thuan thanh lap CN PGD cua TPBank.pdf


    Theo HOSE"
22/04/2024 00:00,TPB: Link công bố tài liệu họp ĐHĐCĐ thường niên năm 2024 cập nhật,https://s.cafef.vn/TPB-1981181/tpb-link-cong-bo-tai-lieu-hop-dhdcd-thuong-nien-nam-2024-cap-nhat.chn,"TPB: Link công bố tài liệu họp ĐHĐCĐ thường niên năm 2024 cập nhật
Ngân hàng Thương mại Cổ phần Tiên Phong thông báo link công bố tài liệu họp ĐHĐCĐ thường niên năm 2024 cập nhật như sau:
Các tập tin đính kèm
20240422_20240422 - TPB - CBTT Link tai lieu hop DHDCD TN 2024 cap nhat.pdf

    Theo HOSE"
19/04/2024 00:00,TPB: Thông báo thay đổi mô hình công ty và loại BCTC,https://s.cafef.vn/TPB-1979721/tpb-thong-bao-thay-doi-mo-hinh-cong-ty-va-loai-bctc.chn,"TPB: Thông báo thay đổi mô hình công ty và loại BCTC
Ngân hàng Thương mại Cổ phần Tiên Phong thông báo thay đổi mô hình công ty và loại BCTC như sau:
Các tập tin đính kèm
20240419_20240419 - TPB - CBTT vv thay doi mo hinh cong ty va loai BCTC.pdf

    Theo HOSE"
16/04/2024 00:00,TPB: Link công bố báo cáo thường niên năm 2023,https://s.cafef.vn/TPB-1977794/tpb-link-cong-bo-bao-cao-thuong-nien-nam-2023.chn,"TPB: Link công bố báo cáo thường niên năm 2023
Ngân hàng Thương mại Cổ phần Tiên Phong thông báo link công bố báo cáo thường niên năm 2023 như sau:
Các tập tin đính kèm
20240416_20240416 - TPB - CBTT Link dang tai BCTN nam 2023.pdf

    Theo HOSE"
09/04/2024 00:00,TPB: Nghị quyết HĐQT thông qua tái cấp tăng hạn mức tín dụng cho Công ty Cổ phần Chứng khoán Tiên Phong,https://s.cafef.vn/TPB-1974416/tpb-nghi-quyet-hdqt-thong-qua-tai-cap-tang-han-muc-tin-dung-cho-cong-ty-co-phan-chung-khoan-tien-phong.chn,"TPB: Nghị quyết HĐQT thông qua tái cấp tăng hạn mức tín dụng cho Công ty Cổ phần Chứng khoán Tiên Phong
Ngân hàng Thương mại Cổ phần Tiên Phong thông báo Nghị quyết HĐQT thông qua tái cấp tăng hạn mức tín dụng cho Công ty Cổ phần Chứng khoán Tiên Phong như sau:
Các tập tin đính kèm
20240409_20240409 - TPB - CBTT NQ HDQT vv Tai cap han muc tin dung cho TPS (giao dich ben LQ).pdf

    Theo HOSE"
